name,Tel,region,address,class,longitude,latitude,name_pinyin,address_pinyin,region_pinyin
富莱茵国际Travel Agency,87202842,沙子口,沙子口路76号富莱茵花园12号楼3层,Travel Agency,116.407451,39.859761,fu lai yin guo ji T r a v e l   A g e n c y,sha zi kou lu 76 hao fu lai yin hua yuan 12 hao lou 3 ceng,sha zi kou
千年古村高碑店,87740826;87740205,高碑店,高碑店桥向南200米,Acient Town,116.527939,39.900299,qian nian gu cun gao bei dian,gao bei dian qiao xiang nan 200 mi,gao bei dian
北京励志堂科举匾额博物馆,87739693;188****2155,朝阳区,文化新大街1366号,Museum,116.540752,39.89858,bei jing li zhi tang ke ju bian e bo wu guan,wen hua xin da jie 1366 hao,zhao yang qu
柏林寺,64045080,安定门,戏楼胡同1号(雍和宫东侧),Religion,116.419868,39.946285,bai lin si,xi lou hu tong 1 hao ( yong he gong dong ce ),an ding men
北京朝来森林公园,,望京,新勇路朝来农艺园对面,Forest Park,116.454201,40.031303,bei jing zhao lai sen lin gong yuan,xin yong lu zhao lai nong yi yuan dui mian,wang jing
海洋国旅Travel Agency,86718329,牡丹园/北太平庄,学院南路4号鑫荣泉532室,Travel Agency,116.368996,39.958256,hai yang guo lv T r a v e l   A g e n c y,xue yuan nan lu 4 hao xin rong quan 532 shi,mu dan yuan / bei tai ping zhuang
神舟国际Travel Agency,86660608,劲松/潘家园,松榆北路2号,Travel Agency,116.462017,39.875624,shen zhou guo ji T r a v e l   A g e n c y,song yu bei lu 2 hao,jing song / pan jia yuan
太申祥和山庄,80713806,回龙观,史各庄街道北清路5号,Garden,116.285166,40.096008,tai shen xiang he shan zhuang,shi ge zhuang jie dao bei qing lu 5 hao,hui long guan
北京基督教青年会,65287743,王府井/东单,东单北大街3号青年会大楼10层,Religion,116.417564,39.914742,bei jing ji du jiao qing nian hui,dong dan bei da jie 3 hao qing nian hui da lou 10 ceng,wang fu jing / dong dan
尚隐·泉都市生活馆,83826666,青塔,双林东路8号,Hot Spring,116.256414,39.877354,shang yin · quan du shi sheng huo guan,shuang lin dong lu 8 hao,qing ta
北京百年世界老电话博物馆,89585816;89585806,通州区,宋庄镇潞邑东路疃里东区庄园G3-108,Museum,116.701546,39.94622,bei jing bai nian shi jie lao dian hua bo wu guan,song zhuang zhen lu yi dong lu tuan li dong qu zhuang yuan G 3 - 108,tong zhou qu
三影堂摄影艺术中心,64322663,金盏,崔各庄乡草场地155号A,Art Gallery,116.508209,40.001678,san ying tang she ying yi zhu zhong xin,cui ge zhuang xiang cao chang di 155 hao A,jin zhan
科技大学会议中心,62315522,五道口,北四环中路251号,Other Attractions/Side Trip,116.363007,39.98769,ke ji da xue hui yi zhong xin,bei si huan zhong lu 251 hao,wu dao kou
宁郡王府,,王府井/东单,北极阁三条71号（东单地铁站F东北口步行300米）,Human Heritage,116.418762,39.910713,ning jun wang fu,bei ji ge san tiao 71 hao （ dong dan di tie zhan F dong bei kou bu xing 300 mi ）,wang fu jing / dong dan
广福观,,后海/什刹海,鼓楼烟袋斜街37号（近石碑胡同）,Religion,116.394859,39.939388,guang fu guan,gu lou yan dai xie jie 37 hao （ jin shi bei hu tong ）,hou hai / shi cha hai
华清温泉宾馆,84826665,天通苑,立水桥甲2号（近天通苑）,Hot Spring,116.417908,40.057858,hua qing wen quan bin guan,li shui qiao jia 2 hao （ jin tian tong yuan ）,tian tong yuan
石景山区石刻文物园,88724148,模式口,模式口大街与模南小区路交叉口西40米,Exhibition Gallery,116.15789,39.935223,shi jing shan qu shi ke wen wu yuan,mo shi kou da jie yu mo nan xiao qu lu jiao cha kou xi 40 mi,mo shi kou
汉石桥湿地公园,61411577;61411200,顺义区,汉石桥村木燕路59号,Natural Scenery,116.807968,40.123215,han shi qiao shi di gong yuan,han shi qiao cun mu yan lu 59 hao,shun yi qu
龙潭西湖公园,67118324,左安门,龙潭路甲1号,Park/Square,116.431526,39.877304,long tan xi hu gong yuan,long tan lu jia 1 hao,zuo an men
何扬吴茜现代绘画馆,84338157,金盏,金盏乡长店村1128号,Exhibition Centre,116.554008,39.998516,he yang wu qian xian dai hui hua guan,jin zhan xiang chang dian cun 1128 hao,jin zhan
同仁堂博物馆,67026919,崇文门,东兴隆街52号（新世界1期车库对面）,Museum,116.416313,39.896141,tong ren tang bo wu guan,dong xing long jie 52 hao （ xin shi jie 1 qi che ku dui mian ）,chong wen men
静福寺,,香山/植物园,碧云寺北1公里许木兰陀山麓,Religion,116.190903,40.003635,jing fu si,bi yun si bei 1 gong li xu mu lan tuo shan lu,xiang shan / zhi wu yuan
中国马文化博物馆,81182120,八达岭,阳光路8号阳光雪山城堡,Museum,115.946571,40.351551,zhong guo ma wen hua bo wu guan,yang guang lu 8 hao yang guang xue shan cheng bao,ba da ling
金星公园,,黄村,滨河街,City Park,116.339317,39.761963,jin xing gong yuan,bin he jie,huang cun
知春公园,85874568,双榆树,科学院南路101号-113号,City Park,116.325882,39.974155,zhi chun gong yuan,ke xue yuan nan lu 101 hao - 113 hao,shuang yu shu
菩萨山风景区,,昌平区,流村镇菩萨鹿,Natural Scenery,115.981766,40.101055,pu sa shan feng jing qu,liu cun zhen pu sa lu,chang ping qu
后桑峪村天主教堂,,门头沟区,斋堂镇后桑峪村,Religion,115.76738,40.005615,hou sang yu cun tian zhu jiao tang,zhai tang zhen hou sang yu cun,men tou gou qu
北京老爷车博物馆,61677039,怀柔电影旅游拍摄基地,杨宋镇凤翔一园19号,Museum,116.678383,40.299171,bei jing lao ye che bo wu guan,yang song zhen feng xiang yi yuan 19 hao,huai rou dian ying lv you pai she ji di
长园渔场,61627120,神堂峪,雁栖地区,Natural Scenery,116.632607,40.41098,chang yuan yu chang,yan qi di qu,shen tang yu
密云时光公园,,密云县县城,公园街（密云二中对面）,City Park,116.845619,40.38171,mi yun shi guang gong yuan,gong yuan jie （ mi yun er zhong dui mian ）,mi yun xian xian cheng
金桥旅游公司,88813020,魏公村,西三环北路19-1号北京外国语大学宾馆,Travel Agency,116.308708,39.955888,jin qiao lv you gong si,xi san huan bei lu 19 - 1 hao bei jing wai guo yu da xue bin guan,wei gong cun
双泉寺,88951890,石景山区,黑陈路168号,Religion,116.159027,39.972851,shuang quan si,hei chen lu 168 hao,shi jing shan qu
永定门公园,67692146,天坛,天坛街道永定门东滨河路18号,City Park,116.399048,39.87648,yong ding men gong yuan,tian tan jie dao yong ding men dong bin he lu 18 hao,tian tan
平西情报联络站纪念馆,69806535,门头沟区,涧沟村村委会斜对面,Memorial Hall,116.039112,40.064352,ping xi qing bao lian luo zhan ji nian guan,jian gou cun cun wei hui xie dui mian,men tou gou qu
西城城隍庙,,复兴门,复兴门金融大街33号,Religion,116.3601,39.910458,xi cheng cheng huang miao,fu xing men jin rong da jie 33 hao,fu xing men
中华圣公会教堂旧址,,宣武门,佟麟阁路85号（新华社西门对面),Acient Ruins,116.368271,39.902164,zhong hua sheng gong hui jiao tang jiu zhi,tong lin ge lu 85 hao （ xin hua she xi men dui mian ),xuan wu men
雾雨飞虹谷景区,,桃源仙谷,琉辛路龙云山风景区内(南侧),Natural Scenery,116.805061,40.564476,wu yu fei hong gu jing qu,liu xin lu long yun shan feng jing qu nei ( nan ce ),tao yuan xian gu
北方温泉会议中心,61353521;151****2355,良乡,梅花街7号,Hot Spring,116.163887,39.743072,bei fang wen quan hui yi zhong xin,mei hua jie 7 hao,liang xiang
水头民俗旅游村,61389096,房山区,大石窝镇水头村,Countryside Tourism,115.766518,39.611256,shui tou min su lv you cun,da shi wo zhen shui tou cun,fang shan qu
水峪民俗村,61305049,霞云岭国家森林公园,南窖乡水峪村,Acient Town,115.830765,39.761494,shui yu min su cun,nan jiao xiang shui yu cun,xia yun ling guo jia sen lin gong yuan
西河民俗旅游村,61347969,十渡镇,永乐店镇西河村,Countryside Tourism,115.573746,39.637791,xi he min su lv you cun,yong le dian zhen xi he cun,shi du zhen
御康郊野公园,,世界公园,花乡六圈村丰葆路168号,City Park,116.281761,39.814903,yu kang jiao ye gong yuan,hua xiang liu quan cun feng bao lu 168 hao,shi jie gong yuan
堂上民俗旅游村,60368194,房山区,京昆路与堂上煤矿路交叉口东160米,Cultural Village,115.588028,39.780979,tang shang min su lv you cun,jing kun lu yu tang shang mei kuang lu jiao cha kou dong 160 mi,fang shan qu
大峪沟民俗旅游村,61339981,房山区,张坊镇大峪沟村,Countryside Tourism,115.739105,39.592445,da yu gou min su lv you cun,zhang fang zhen da yu gou cun,fang shan qu
四马台民俗旅游村,60369038,霞云岭国家森林公园,霞云岭乡四马台村,Countryside Tourism,115.63147,39.782303,si ma tai min su lv you cun,xia yun ling xiang si ma tai cun,xia yun ling guo jia sen lin gong yuan
七渡民俗旅游村,61344088,十渡镇,十渡镇七渡村,Countryside Tourism,115.622681,39.642597,qi du min su lv you cun,shi du zhen qi du cun,shi du zhen
五合民俗旅游村,61344725,十渡镇,X018,Countryside Tourism,115.624794,39.650692,wu he min su lv you cun,X 018,shi du zhen
北京南宫民族温泉养生园,83392508;83317817,南宫,王佐镇迎宾路南宫世界地热博览园内,Hot Spring,116.153513,39.792713,bei jing nan gong min zu wen quan yang sheng yuan,wang zuo zhen ying bin lu nan gong shi jie di re bo lan yuan nei,nan gong
民航博物馆,84323666,金盏,机场辅路200号,Museum,116.538051,40.017811,min hang bo wu guan,ji chang fu lu 200 hao,jin zhan
五棵松奥林匹克文化公园,,五棵松,万寿路街道西四环中路辅路,Cultural Park,116.275208,39.912373,wu ke song ao lin pi ke wen hua gong yuan,wan shou lu jie dao xi si huan zhong lu fu lu,wu ke song
东王庄休闲广场,,五道口,东王庄小区北侧（近北京林业大学）,Square,116.343407,39.999359,dong wang zhuang xiu xian guang chang,dong wang zhuang xiao qu bei ce （ jin bei jing lin ye da xue ）,wu dao kou
柏峪民俗旅游村,69818988,爨底下村,斋堂镇北12公里,Countryside Tourism,115.611077,40.013567,bai yu min su lv you cun,zhai tang zhen bei 12 gong li,cuan di xia cun
北京市乡村民俗旅游村韭园村,,门头沟区,王平镇韭园村,Natural Scenery,115.991142,39.97084,bei jing shi xiang cun min su lv you cun jiu yuan cun,wang ping zhen jiu yuan cun,men tou gou qu
江水河民俗旅游村,,门头沟区,灵山名胜风景区,Countryside Tourism,115.502777,40.031105,jiang shui he min su lv you cun,ling shan ming sheng feng jing qu,men tou gou qu
八亩堰民俗旅游村,,门头沟区,八亩堰村百花山脚下,Countryside Tourism,115.560135,39.858143,ba mu yan min su lv you cun,ba mu yan cun bai hua shan jiao xia,men tou gou qu
稻香湖生态园,62460391,上庄,稻香湖路与稻香湖北路交叉口东南角,Botanical Garden,116.179506,40.096926,dao xiang hu sheng tai yuan,dao xiang hu lu yu dao xiang hu bei lu jiao cha kou dong nan jiao,shang zhuang
北京工艺懋隆艺术馆,65762457,管庄,三间房东路1号（近朝阳路）,Art Gallery,116.579758,39.919895,bei jing gong yi mao long yi zhu guan,san jian fang dong lu 1 hao （ jin zhao yang lu ）,guan zhuang
仙龙岛乐园,,十渡镇,十大路北京十渡风景名胜区,Water Park,115.55938,39.640862,xian long dao le yuan,shi da lu bei jing shi du feng jing ming sheng qu,shi du zhen
万丰公园,,六里桥/丽泽桥,万丰路莲怡园小区西侧,City Park,116.292015,39.883228,wan feng gong yuan,wan feng lu lian yi yuan xiao qu xi ce,liu li qiao / li ze qiao
东风公园,,朝阳区,姚家园北二路1号（梵谷水郡东1.1公里）,Park/Square,116.516251,39.956329,dong feng gong yuan,yao jia yuan bei er lu 1 hao （ fan gu shui jun dong 1 . 1 gong li ）,zhao yang qu
太阳宫体育休闲公园,,太阳宫,太阳宫中路6号,City Park,116.449371,39.979977,tai yang gong ti yu xiu xian gong yuan,tai yang gong zhong lu 6 hao,tai yang gong
海棠公园,,十八里店,海棠街十八里店乡老君堂村,Park/Square,116.504906,39.835865,hai tang gong yuan,hai tang jie shi ba li dian xiang lao jun tang cun,shi ba li dian
北京青年Travel Agency,81117766,西单,西长安街15号民航营业大厦B座241室（近西单文化广场）,Travel Agency,116.377945,39.908005,bei jing qing nian T r a v e l   A g e n c y,xi chang an jie 15 hao min hang ying ye da sha B zuo 241 shi （ jin xi dan wen hua guang chang ）,xi dan
定慧寺,,五棵松,阜成路66号,Religion,116.278984,39.923519,ding hui si,fu cheng lu 66 hao,wu ke song
官园公园,62011470,西直门/动物园,后广平胡同36号旁,City Park,116.360954,39.935604,guan yuan gong yuan,hou guang ping hu tong 36 hao pang,xi zhi men / dong wu yuan
阳光假期,65188959;65189966-168,建国门/北京站,建国门内大街18号恒基中心办公楼3座701-702室（近北京火车站）,Travel Agency,116.427842,39.906789,yang guang jia qi,jian guo men nei da jie 18 hao heng ji zhong xin ban gong lou 3 zuo 701 - 702 shi （ jin bei jing huo che zhan ）,jian guo men / bei jing zhan
中国铁道博物馆,67051638,前门/大栅栏,前门大街甲2号,Museum,116.400414,39.899799,zhong guo tie dao bo wu guan,qian men da jie jia 2 hao,qian men / da zha lan
东韵民族艺术博物馆,84329101,金盏,孙河乡前苇沟村村北甲1号,Museum,116.557358,40.025059,dong yun min zu yi zhu bo wu guan,sun he xiang qian wei gou cun cun bei jia 1 hao,jin zhan
崔永平皮影艺术博物馆,60502692,马驹桥,马驹桥金桥花园16号楼411-413号,Museum,116.546379,39.750328,cui yong ping pi ying yi zhu bo wu guan,ma ju qiao jin qiao hua yuan 16 hao lou 411 - 413 hao,ma ju qiao
北京教学植物园,87550306,左安门,龙潭湖3号,Botanical Garden,116.434662,39.874214,bei jing jiao xue zhi wu yuan,long tan hu 3 hao,zuo an men
石景山Science Museum,68863652,古城/八角,八角西街40号,Science Museum,116.199356,39.913242,shi jing shan S c i e n c e   M u s e u m,ba jiao xi jie 40 hao,gu cheng / ba jiao
东高地青少年Science Museum,68753706;68384070,南苑/德茂桥,万源西里28栋,Science Museum,116.42038,39.802799,dong gao di qing shao nian S c i e n c e   M u s e u m,wan yuan xi li 28 dong,nan yuan / de mao qiao
中国医学科学院药用植物园,62899713,上地,西北旺马连洼北路151号,Botanical Garden,116.272583,40.034649,zhong guo yi xue ke xue yuan yao yong zhi wu yuan,xi bei wang ma lian wa bei lu 151 hao,shang di
北京金台艺术馆,65011074,朝阳公园/团结湖,农展馆南路1号朝阳公园西1门内,Museum,116.475296,39.935966,bei jing jin tai yi zhu guan,nong zhan guan nan lu 1 hao zhao yang gong yuan xi 1 men nei,zhao yang gong yuan / tuan jie hu
山戎文化陈列馆,69199534,玉渡山风景区,玉皇庙村玉海路,Exhibition Gallery,115.89959,40.514893,shan rong wen hua chen lie guan,yu huang miao cun yu hai lu,yu du shan feng jing qu
延庆博物馆,69143788,延庆城区,妫水北街24号,Museum,115.977776,40.466976,yan qing bo wu guan,gui shui bei jie 24 hao,yan qing cheng qu
怀柔博物馆,69695699,怀柔城区,府前街9号院12号,Museum,116.634377,40.31646,huai rou bo wu guan,fu qian jie 9 hao yuan 12 hao,huai rou cheng qu
中国佛教图书文物馆,63533772,牛街,法源寺前街7号,Exhibition Centre,116.370346,39.884556,zhong guo fo jiao tu shu wen wu guan,fa yuan si qian jie 7 hao,niu jie
禁毒教育基地教育展览馆,87392503,五方桥,黄厂路,Science Museum,116.551689,39.858696,jin du jiao yu ji di jiao yu zhan lan guan,huang chang lu,wu fang qiao
北京服装学院民族服饰博物馆,64288067,对外经贸,樱花园东街甲2号北京服装学院服装综合楼3层,Museum,116.429756,39.974068,bei jing fu zhuang xue yuan min zu fu shi bo wu guan,ying hua yuan dong jie jia 2 hao bei jing fu zhuang xue yuan fu zhuang zong he lou 3 ceng,dui wai jing mao
纳兰性德史迹陈列馆,80713599,上庄,上庄乡上庄村翠湖水乡旅游度假区内,Exhibition Gallery,116.198105,40.106609,na lan xing de shi ji chen lie guan,shang zhuang xiang shang zhuang cun cui hu shui xiang lv you du jia qu nei,shang zhuang
中国印钞造币博物馆,88016028,西直门/动物园,西直门外大街甲143号凯旋大厦（近动物园）,Museum,116.33313,39.939293,zhong guo yin chao zao bi bo wu guan,xi zhi men wai da jie jia 143 hao kai xuan da sha （ jin dong wu yuan ）,xi zhi men / dong wu yuan
北京动物园科普馆,68390274,西直门/动物园,西直门外大街137号,Exhibition Centre,116.335426,39.942375,bei jing dong wu yuan ke pu guan,xi zhi men wai da jie 137 hao,xi zhi men / dong wu yuan
黄松峪地质博物馆,157****4757,平谷区,黑豆峪村京东大溶洞风景区,Museum,117.258826,40.215499,huang song yu di zhi bo wu guan,hei dou yu cun jing dong da rong dong feng jing qu,ping gu qu
国家电力展示中心,85956391,大望路,建国路75号,Exhibition Centre,116.483299,39.90958,guo jia dian li zhan shi zhong xin,jian guo lu 75 hao,da wang lu
朱启钤故居,,建国门/北京站,赵堂子胡同3号（近朝阳门南小街）,Former Residence of Celebrity,116.429092,39.914639,zhu qi qian gu ju,zhao tang zi hu tong 3 hao （ jin zhao yang men nan xiao jie ）,jian guo men / bei jing zhan
